first_allele	second_allele	lilrb1_simscore	lilrb2_simscore
HLA-A11:01	HLA-B82:01	0.8	0.92
HLA-A11:01	HLA-C01:02	0.27	0.9
HLA-A11:01	HLA-C02:02	0.52	0.93
HLA-A11:01	HLA-C03:02	0.42	0.79
HLA-A11:01	HLA-C03:03	0.53	0.8
HLA-A11:01	HLA-C03:04	0.85	0.88
HLA-A11:01	HLA-C04:01	0.27	0.66
HLA-A11:01	HLA-C05:01	0.6	0.99
HLA-A11:01	HLA-C06:02	0.72	0.69
HLA-A11:01	HLA-C07:02	0.45	0.84
HLA-A11:01	HLA-C08:01	0.57	0.87
HLA-A11:01	HLA-C12:03	0.55	0.93
HLA-A11:01	HLA-C14:02	0.47	0.98
HLA-A11:01	HLA-C15:02	0.8	0.97
HLA-A11:01	HLA-C16:01	0.43	0.98
HLA-A11:01	HLA-C17:01	0.33	0.76
HLA-A11:01	HLA-C18:02	0.68	0.85
HLA-A11:02	HLA-A23:01	0.58	0.67
HLA-A11:02	HLA-A24:02	0.67	0.72
HLA-A11:02	HLA-A24:03	0.63	0.8
HLA-A11:02	HLA-A25:01	0.13	0.73
HLA-A11:02	HLA-A26:01	0.13	0.85
HLA-A11:02	HLA-A29:01	0.25	0.73
HLA-A11:02	HLA-A29:02	0.17	0.7
HLA-A11:02	HLA-A30:01	0.88	0.94
HLA-A11:02	HLA-A30:02	0.3	0.55
HLA-A11:02	HLA-A31:01	0.35	0.64
HLA-A11:02	HLA-A32:01	0.12	0.75
HLA-A11:02	HLA-A33:01	0.07	0.75
HLA-A11:02	HLA-A33:03	0.15	0.84
HLA-A11:02	HLA-A34:01	0.18	0.74
HLA-A11:02	HLA-A34:02	0.38	0.66
HLA-A11:02	HLA-A36:01	0.28	0.55
HLA-A11:02	HLA-A43:01	0.07	0.54
HLA-A11:02	HLA-A66:01	0.38	0.94
HLA-A11:02	HLA-A66:02	0.28	0.7
HLA-A11:02	HLA-A68:01	0.17	0.58
HLA-A11:02	HLA-A68:02	0.13	0.58
HLA-A11:02	HLA-A69:01	0.25	0.83
HLA-A11:02	HLA-A74:01	0.02	0.7
HLA-A11:02	HLA-A74:02	0.02	0.7
HLA-A11:02	HLA-A80:01	0.15	0.73
HLA-A11:02	HLA-B07:02	0.32	0.73
HLA-A11:02	HLA-B08:01	0.58	0.74
HLA-A11:02	HLA-B13:01	0.15	0.66
HLA-A11:02	HLA-B13:02	0.25	0.53
HLA-A11:02	HLA-B14:01	0.4	0.55
HLA-A11:02	HLA-B14:02	0.3	0.34
HLA-A11:02	HLA-B15:01	0.47	0.6
HLA-A11:02	HLA-B15:02	0.57	0.43
HLA-A11:02	HLA-B15:03	0.53	0.65
HLA-A11:02	HLA-B15:10	0.32	0.33
HLA-A11:02	HLA-B15:11	0.4	0.63
HLA-A11:02	HLA-B15:12	0.6	0.53
HLA-A11:02	HLA-B15:13	0.27	0.52
HLA-A11:02	HLA-B15:16	0.4	0.45
HLA-A11:02	HLA-B18:01	0.62	0.84
HLA-A11:02	HLA-B27:05	0.4	0.26
HLA-A11:02	HLA-B27:08	0.77	0.44
HLA-A11:02	HLA-B35:01	0.55	0.56
HLA-A11:02	HLA-B38:01	0.45	0.54
HLA-A11:02	HLA-B39:01	0.53	0.46
HLA-A11:02	HLA-B40:01	0.25	0.55
HLA-A11:02	HLA-B40:02	0.33	0.47
HLA-A11:02	HLA-B40:06	0.35	0.67
HLA-A11:02	HLA-B41:01	0.6	0.54
HLA-A11:02	HLA-B42:01	0.65	0.53
HLA-A11:02	HLA-B44:02	0.27	0.51
HLA-A11:02	HLA-B44:03	0.27	0.28
HLA-A11:02	HLA-B45:01	0.7	0.71
HLA-A11:02	HLA-B46:01	0.47	0.74
HLA-A11:02	HLA-B48:01	0.18	0.69
HLA-A11:02	HLA-B49:01	0.05	0.37
HLA-A11:02	HLA-B50:01	0.38	0.46
HLA-A11:02	HLA-B51:01	0.25	0.62
HLA-A11:02	HLA-B51:02	0.33	0.47
HLA-A11:02	HLA-B52:01	0.12	0.71
HLA-A11:02	HLA-B53:01	0.55	0.63
HLA-A11:02	HLA-B54:01	0.37	0.39
HLA-A11:02	HLA-B55:01	0.3	0.69
HLA-A11:02	HLA-B56:01	0.37	0.4
HLA-A11:02	HLA-B57:01	0.07	0.2
HLA-A11:02	HLA-B57:03	0.38	0.38
HLA-A11:02	HLA-B58:01	0	0.24
HLA-A11:02	HLA-B59:01	0.25	0.52
HLA-A11:02	HLA-B67:01	0.73	0.56
HLA-A11:02	HLA-B73:01	0.5	0.7
HLA-A11:02	HLA-B78:01	0.52	0.91
HLA-A11:02	HLA-B81:01	0.48	0.66
HLA-A11:02	HLA-B82:01	0.55	0.56
HLA-A11:02	HLA-C01:02	0.02	0.54
HLA-A11:02	HLA-C02:02	0.27	0.71
HLA-A11:02	HLA-C03:02	0.17	0.43
HLA-A11:02	HLA-C03:03	0.28	0.44
HLA-A11:02	HLA-C03:04	0.6	0.52
HLA-A11:02	HLA-C04:01	0.02	0.3
HLA-A11:02	HLA-C05:01	0.35	0.65
HLA-A11:02	HLA-C06:02	0.47	0.96
HLA-A11:02	HLA-C07:02	0.2	0.8
HLA-A11:02	HLA-C08:01	0.32	0.51
HLA-A11:02	HLA-C12:03	0.3	0.71
HLA-A11:02	HLA-C14:02	0.22	0.66
HLA-A11:02	HLA-C15:02	0.55	0.61
HLA-A11:02	HLA-C16:01	0.18	0.66
HLA-A11:02	HLA-C17:01	0.08	0.4
HLA-A11:02	HLA-C18:02	0.43	0.79
HLA-A23:01	HLA-A24:02	0.92	0.96
HLA-A23:01	HLA-A24:03	0.95	0.47
HLA-A23:01	HLA-A25:01	0.55	0.94
HLA-A23:01	HLA-A26:01	0.55	0.82
HLA-A23:01	HLA-A29:01	0.67	0.94
HLA-A23:01	HLA-A29:02	0.58	0.98
HLA-A23:01	HLA-A30:01	0.7	0.73
HLA-A23:01	HLA-A30:02	0.72	0.88
HLA-A23:01	HLA-A31:01	0.77	0.97
HLA-A23:01	HLA-A32:01	0.53	0.92
HLA-A23:01	HLA-A33:01	0.48	0.92
HLA-A23:01	HLA-A33:03	0.57	0.83
HLA-A23:01	HLA-A34:01	0.6	0.93
HLA-A23:01	HLA-A34:02	0.8	0.99
HLA-A23:01	HLA-A36:01	0.7	0.88
HLA-A23:01	HLA-A43:01	0.48	0.87
HLA-A23:01	HLA-A66:01	0.8	0.73
HLA-A23:01	HLA-A66:02	0.7	0.98
HLA-A23:01	HLA-A68:01	0.58	0.91
HLA-A23:01	HLA-A68:02	0.55	0.91
HLA-A23:01	HLA-A69:01	0.67	0.84
HLA-A23:01	HLA-A74:01	0.43	0.98
HLA-A23:01	HLA-A74:02	0.43	0.98
HLA-A23:01	HLA-A80:01	0.57	0.94
HLA-A23:01	HLA-B07:02	0.73	0.94
HLA-A23:01	HLA-B08:01	1	0.93
HLA-A23:01	HLA-B13:01	0.57	0.99
HLA-A23:01	HLA-B13:02	0.67	0.85
HLA-A23:01	HLA-B14:01	0.82	0.88
HLA-A23:01	HLA-B14:02	0.72	0.66
HLA-A23:01	HLA-B15:01	0.88	0.92
HLA-A23:01	HLA-B15:02	0.98	0.75
HLA-A23:01	HLA-B15:03	0.95	0.98
HLA-A23:01	HLA-B15:10	0.73	0.65
HLA-A23:01	HLA-B15:11	0.82	0.96
HLA-A23:01	HLA-B15:12	0.98	0.85
HLA-A23:01	HLA-B15:13	0.68	0.84
HLA-A23:01	HLA-B15:16	0.82	0.78
HLA-A23:01	HLA-B18:01	0.97	0.83
HLA-A23:01	HLA-B27:05	0.82	0.58
HLA-A23:01	HLA-B27:08	0.82	0.76
HLA-A23:01	HLA-B35:01	0.97	0.89
HLA-A23:01	HLA-B38:01	0.87	0.87
HLA-A23:01	HLA-B39:01	0.95	0.79
HLA-A23:01	HLA-B40:01	0.67	0.88
HLA-A23:01	HLA-B40:02	0.75	0.8
HLA-A23:01	HLA-B40:06	0.77	1
HLA-A23:01	HLA-B41:01	0.98	0.87
HLA-A23:01	HLA-B42:01	0.93	0.85
HLA-A23:01	HLA-B44:02	0.68	0.83
HLA-A23:01	HLA-B44:03	0.68	0.61
HLA-A23:01	HLA-B45:01	0.88	0.97
HLA-A23:01	HLA-B46:01	0.88	0.93
HLA-A23:01	HLA-B48:01	0.6	0.99
HLA-A23:01	HLA-B49:01	0.47	0.7
HLA-A23:01	HLA-B50:01	0.8	0.79
HLA-A23:01	HLA-B51:01	0.67	0.94
HLA-A23:01	HLA-B51:02	0.75	0.8
HLA-A23:01	HLA-B52:01	0.53	0.97
HLA-A23:01	HLA-B53:01	0.97	0.96
HLA-A23:01	HLA-B54:01	0.78	0.72
HLA-A23:01	HLA-B55:01	0.72	0.99
HLA-A23:01	HLA-B56:01	0.78	0.73
HLA-A23:01	HLA-B57:01	0.48	0.53
HLA-A23:01	HLA-B57:03	0.8	0.71
HLA-A23:01	HLA-B58:01	0.42	0.56
HLA-A23:01	HLA-B59:01	0.67	0.84
HLA-A23:01	HLA-B67:01	0.85	0.89
HLA-A23:01	HLA-B73:01	0.92	0.98
HLA-A23:01	HLA-B78:01	0.93	0.76
HLA-A23:01	HLA-B81:01	0.9	0.99
HLA-A23:01	HLA-B82:01	0.97	0.89
HLA-A23:01	HLA-C01:02	0.43	0.87
HLA-A23:01	HLA-C02:02	0.68	0.97
HLA-A23:01	HLA-C03:02	0.58	0.75
HLA-A23:01	HLA-C03:03	0.7	0.76
HLA-A23:01	HLA-C03:04	0.98	0.84
HLA-A23:01	HLA-C04:01	0.43	0.63
HLA-A23:01	HLA-C05:01	0.77	0.98
HLA-A23:01	HLA-C06:02	0.88	0.72
HLA-A23:01	HLA-C07:02	0.62	0.88
HLA-A23:01	HLA-C08:01	0.73	0.83
HLA-A23:01	HLA-C12:03	0.72	0.97
HLA-A23:01	HLA-C14:02	0.63	0.99
HLA-A23:01	HLA-C15:02	0.97	0.93
HLA-A23:01	HLA-C16:01	0.6	0.99
HLA-A23:01	HLA-C17:01	0.5	0.73
HLA-A23:01	HLA-C18:02	0.85	0.89
HLA-A24:02	HLA-A24:03	0.97	0.52
HLA-A24:02	HLA-A25:01	0.47	0.99
HLA-A24:02	HLA-A26:01	0.47	0.87
HLA-A24:02	HLA-A29:01	0.58	0.99
HLA-A24:02	HLA-A29:02	0.5	0.98
HLA-A24:02	HLA-A30:01	0.78	0.78
HLA-A24:02	HLA-A30:02	0.63	0.83
HLA-A24:02	HLA-A31:01	0.68	0.92
HLA-A24:02	HLA-A32:01	0.45	0.97
HLA-A24:02	HLA-A33:01	0.4	0.97
HLA-A24:02	HLA-A33:03	0.48	0.88
HLA-A24:02	HLA-A34:01	0.52	0.98
HLA-A24:02	HLA-A34:02	0.72	0.94
HLA-A24:02	HLA-A36:01	0.62	0.83
HLA-A24:02	HLA-A43:01	0.4	0.82
HLA-A24:02	HLA-A66:01	0.72	0.78
HLA-A24:02	HLA-A66:02	0.62	0.98
HLA-A24:02	HLA-A68:01	0.5	0.87
HLA-A24:02	HLA-A68:02	0.47	0.87
HLA-A24:02	HLA-A69:01	0.58	0.89
HLA-A24:02	HLA-A74:01	0.35	0.98
HLA-A24:02	HLA-A74:02	0.35	0.98
HLA-A24:02	HLA-A80:01	0.48	0.99
HLA-A24:02	HLA-B07:02	0.65	0.99
HLA-A24:02	HLA-B08:01	0.92	0.98
HLA-A24:02	HLA-B13:01	0.48	0.94
HLA-A24:02	HLA-B13:02	0.58	0.81
HLA-A24:02	HLA-B14:01	0.73	0.83
HLA-A24:02	HLA-B14:02	0.63	0.62
HLA-A24:02	HLA-B15:01	0.8	0.88
HLA-A24:02	HLA-B15:02	0.9	0.71
HLA-A24:02	HLA-B15:03	0.87	0.93
HLA-A24:02	HLA-B15:10	0.65	0.61
HLA-A24:02	HLA-B15:11	0.73	0.91
HLA-A24:02	HLA-B15:12	0.93	0.81
HLA-A24:02	HLA-B15:13	0.6	0.8
HLA-A24:02	HLA-B15:16	0.73	0.73
HLA-A24:02	HLA-B18:01	0.95	0.88
HLA-A24:02	HLA-B27:05	0.73	0.54
HLA-A24:02	HLA-B27:08	0.9	0.72
HLA-A24:02	HLA-B35:01	0.88	0.84
HLA-A24:02	HLA-B38:01	0.78	0.82
HLA-A24:02	HLA-B39:01	0.87	0.74
HLA-A24:02	HLA-B40:01	0.58	0.83
HLA-A24:02	HLA-B40:02	0.67	0.75
HLA-A24:02	HLA-B40:06	0.68	0.96
HLA-A24:02	HLA-B41:01	0.93	0.82
HLA-A24:02	HLA-B42:01	0.98	0.81
HLA-A24:02	HLA-B44:02	0.6	0.79
HLA-A24:02	HLA-B44:03	0.6	0.56
HLA-A24:02	HLA-B45:01	0.97	0.99
HLA-A24:02	HLA-B46:01	0.8	0.98
HLA-A24:02	HLA-B48:01	0.52	0.97
HLA-A24:02	HLA-B49:01	0.38	0.65
HLA-A24:02	HLA-B50:01	0.72	0.74
HLA-A24:02	HLA-B51:01	0.58	0.9
HLA-A24:02	HLA-B51:02	0.67	0.75
HLA-A24:02	HLA-B52:01	0.45	0.99
HLA-A24:02	HLA-B53:01	0.88	0.91
HLA-A24:02	HLA-B54:01	0.7	0.67
HLA-A24:02	HLA-B55:01	0.63	0.97
HLA-A24:02	HLA-B56:01	0.7	0.69
HLA-A24:02	HLA-B57:01	0.4	0.48
HLA-A24:02	HLA-B57:03	0.72	0.66
HLA-A24:02	HLA-B58:01	0.33	0.52
HLA-A24:02	HLA-B59:01	0.58	0.8
HLA-A24:02	HLA-B67:01	0.93	0.84
HLA-A24:02	HLA-B73:01	0.83	0.98
HLA-A24:02	HLA-B78:01	0.85	0.81
HLA-A24:02	HLA-B81:01	0.82	0.94
HLA-A24:02	HLA-B82:01	0.88	0.84
HLA-A24:02	HLA-C01:02	0.35	0.82
HLA-A24:02	HLA-C02:02	0.6	0.99
HLA-A24:02	HLA-C03:02	0.5	0.71
HLA-A24:02	HLA-C03:03	0.62	0.72
HLA-A24:02	HLA-C03:04	0.93	0.8
HLA-A24:02	HLA-C04:01	0.35	0.58
HLA-A24:02	HLA-C05:01	0.68	0.93
HLA-A24:02	HLA-C06:02	0.8	0.76
HLA-A24:02	HLA-C07:02	0.53	0.92
HLA-A24:02	HLA-C08:01	0.65	0.79
HLA-A24:02	HLA-C12:03	0.63	0.99
HLA-A24:02	HLA-C14:02	0.55	0.94
HLA-A24:02	HLA-C15:02	0.88	0.89
HLA-A24:02	HLA-C16:01	0.52	0.94
HLA-A24:02	HLA-C17:01	0.42	0.69
HLA-A24:02	HLA-C18:02	0.77	0.93
HLA-A24:03	HLA-A25:01	0.5	0.53
HLA-A24:03	HLA-A26:01	0.5	0.65
HLA-A24:03	HLA-A29:01	0.62	0.53
HLA-A24:03	HLA-A29:02	0.53	0.49
HLA-A24:03	HLA-A30:01	0.75	0.74
HLA-A24:03	HLA-A30:02	0.67	0.35
HLA-A24:03	HLA-A31:01	0.72	0.44
HLA-A24:03	HLA-A32:01	0.48	0.55
HLA-A24:03	HLA-A33:01	0.43	0.55
HLA-A24:03	HLA-A33:03	0.52	0.64
HLA-A24:03	HLA-A34:01	0.55	0.54
HLA-A24:03	HLA-A34:02	0.75	0.46
HLA-A24:03	HLA-A36:01	0.65	0.35
HLA-A24:03	HLA-A43:01	0.43	0.34
HLA-A24:03	HLA-A66:01	0.75	0.74
HLA-A24:03	HLA-A66:02	0.65	0.49
HLA-A24:03	HLA-A68:01	0.53	0.38
HLA-A24:03	HLA-A68:02	0.5	0.38
HLA-A24:03	HLA-A69:01	0.62	0.63
HLA-A24:03	HLA-A74:01	0.38	0.49
HLA-A24:03	HLA-A74:02	0.38	0.49
HLA-A24:03	HLA-A80:01	0.52	0.53
HLA-A24:03	HLA-B07:02	0.68	0.53
HLA-A24:03	HLA-B08:01	0.95	0.54
HLA-A24:03	HLA-B13:01	0.52	0.46
HLA-A24:03	HLA-B13:02	0.62	0.33
HLA-A24:03	HLA-B14:01	0.77	0.35
HLA-A24:03	HLA-B14:02	0.67	0.13
HLA-A24:03	HLA-B15:01	0.83	0.39
HLA-A24:03	HLA-B15:02	0.93	0.22
HLA-A24:03	HLA-B15:03	0.9	0.45
HLA-A24:03	HLA-B15:10	0.68	0.12
HLA-A24:03	HLA-B15:11	0.77	0.43
HLA-A24:03	HLA-B15:12	0.97	0.33
HLA-A24:03	HLA-B15:13	0.63	0.31
HLA-A24:03	HLA-B15:16	0.77	0.25
HLA-A24:03	HLA-B18:01	0.98	0.64
HLA-A24:03	HLA-B27:05	0.77	0.06
HLA-A24:03	HLA-B27:08	0.87	0.24
HLA-A24:03	HLA-B35:01	0.92	0.36
HLA-A24:03	HLA-B38:01	0.82	0.34
HLA-A24:03	HLA-B39:01	0.9	0.26
HLA-A24:03	HLA-B40:01	0.62	0.35
HLA-A24:03	HLA-B40:02	0.7	0.27
HLA-A24:03	HLA-B40:06	0.72	0.47
HLA-A24:03	HLA-B41:01	0.97	0.34
HLA-A24:03	HLA-B42:01	0.98	0.33
HLA-A24:03	HLA-B44:02	0.63	0.3
HLA-A24:03	HLA-B44:03	0.63	0.08
HLA-A24:03	HLA-B45:01	0.93	0.51
HLA-A24:03	HLA-B46:01	0.83	0.54
HLA-A24:03	HLA-B48:01	0.55	0.48
HLA-A24:03	HLA-B49:01	0.42	0.17
HLA-A24:03	HLA-B50:01	0.75	0.26
HLA-A24:03	HLA-B51:01	0.62	0.42
HLA-A24:03	HLA-B51:02	0.7	0.27
HLA-A24:03	HLA-B52:01	0.48	0.51
HLA-A24:03	HLA-B53:01	0.92	0.43
HLA-A24:03	HLA-B54:01	0.73	0.19
HLA-A24:03	HLA-B55:01	0.67	0.48
HLA-A24:03	HLA-B56:01	0.73	0.2
HLA-A24:03	HLA-B57:01	0.43	0
HLA-A24:03	HLA-B57:03	0.75	0.18
HLA-A24:03	HLA-B58:01	0.37	0.03
HLA-A24:03	HLA-B59:01	0.62	0.31
HLA-A24:03	HLA-B67:01	0.9	0.36
HLA-A24:03	HLA-B73:01	0.87	0.49
HLA-A24:03	HLA-B78:01	0.88	0.71
HLA-A24:03	HLA-B81:01	0.85	0.46
HLA-A24:03	HLA-B82:01	0.92	0.36
HLA-A24:03	HLA-C01:02	0.38	0.34
HLA-A24:03	HLA-C02:02	0.63	0.51
HLA-A24:03	HLA-C03:02	0.53	0.22
HLA-A24:03	HLA-C03:03	0.65	0.24
HLA-A24:03	HLA-C03:04	0.97	0.31
HLA-A24:03	HLA-C04:01	0.38	0.1
HLA-A24:03	HLA-C05:01	0.72	0.45
HLA-A24:03	HLA-C06:02	0.83	0.75
HLA-A24:03	HLA-C07:02	0.57	0.6
HLA-A24:03	HLA-C08:01	0.68	0.3
HLA-A24:03	HLA-C12:03	0.67	0.51
HLA-A24:03	HLA-C14:02	0.58	0.46
HLA-A24:03	HLA-C15:02	0.92	0.4
HLA-A24:03	HLA-C16:01	0.55	0.46
HLA-A24:03	HLA-C17:01	0.45	0.2
HLA-A24:03	HLA-C18:02	0.8	0.58
HLA-A25:01	HLA-A26:01	1	0.88
HLA-A25:01	HLA-A29:01	0.88	1
HLA-A25:01	HLA-A29:02	0.97	0.97
HLA-A25:01	HLA-A30:01	0.25	0.79
HLA-A25:01	HLA-A30:02	0.83	0.82
HLA-A25:01	HLA-A31:01	0.78	0.91
HLA-A25:01	HLA-A32:01	0.98	0.98
HLA-A25:01	HLA-A33:01	0.93	0.98
HLA-A25:01	HLA-A33:03	0.98	0.89
HLA-A25:01	HLA-A34:01	0.95	0.99
HLA-A25:01	HLA-A34:02	0.75	0.93
HLA-A25:01	HLA-A36:01	0.85	0.82
HLA-A25:01	HLA-A43:01	0.93	0.81
HLA-A25:01	HLA-A66:01	0.75	0.79
HLA-A25:01	HLA-A66:02	0.85	0.97
HLA-A25:01	HLA-A68:01	0.97	0.85
HLA-A25:01	HLA-A68:02	1	0.85
HLA-A25:01	HLA-A69:01	0.88	0.9
HLA-A25:01	HLA-A74:01	0.88	0.97
HLA-A25:01	HLA-A74:02	0.88	0.97
HLA-A25:01	HLA-A80:01	0.98	1
HLA-A25:01	HLA-B07:02	0.82	1
HLA-A25:01	HLA-B08:01	0.55	0.99
HLA-A25:01	HLA-B13:01	0.98	0.93
HLA-A25:01	HLA-B13:02	0.88	0.8
HLA-A25:01	HLA-B14:01	0.73	0.82
HLA-A25:01	HLA-B14:02	0.83	0.61
HLA-A25:01	HLA-B15:01	0.67	0.87
HLA-A25:01	HLA-B15:02	0.57	0.7
HLA-A25:01	HLA-B15:03	0.6	0.92
HLA-A25:01	HLA-B15:10	0.82	0.6
HLA-A25:01	HLA-B15:11	0.73	0.9
HLA-A25:01	HLA-B15:12	0.53	0.8
HLA-A25:01	HLA-B15:13	0.87	0.79
HLA-A25:01	HLA-B15:16	0.73	0.72
HLA-A25:01	HLA-B18:01	0.52	0.89
HLA-A25:01	HLA-B27:05	0.73	0.53
HLA-A25:01	HLA-B27:08	0.37	0.71
HLA-A25:01	HLA-B35:01	0.58	0.83
HLA-A25:01	HLA-B38:01	0.68	0.81
HLA-A25:01	HLA-B39:01	0.6	0.73
HLA-A25:01	HLA-B40:01	0.88	0.82
HLA-A25:01	HLA-B40:02	0.8	0.74
HLA-A25:01	HLA-B40:06	0.78	0.94
HLA-A25:01	HLA-B41:01	0.53	0.81
HLA-A25:01	HLA-B42:01	0.48	0.8
HLA-A25:01	HLA-B44:02	0.87	0.78
HLA-A25:01	HLA-B44:03	0.87	0.55
HLA-A25:01	HLA-B45:01	0.43	0.98
HLA-A25:01	HLA-B46:01	0.67	0.99
HLA-A25:01	HLA-B48:01	0.95	0.96
HLA-A25:01	HLA-B49:01	0.92	0.64
HLA-A25:01	HLA-B50:01	0.75	0.73
HLA-A25:01	HLA-B51:01	0.88	0.89
HLA-A25:01	HLA-B51:02	0.8	0.74
HLA-A25:01	HLA-B52:01	0.98	0.98
HLA-A25:01	HLA-B53:01	0.58	0.9
HLA-A25:01	HLA-B54:01	0.77	0.66
HLA-A25:01	HLA-B55:01	0.83	0.96
HLA-A25:01	HLA-B56:01	0.77	0.67
HLA-A25:01	HLA-B57:01	0.93	0.47
HLA-A25:01	HLA-B57:03	0.75	0.65
HLA-A25:01	HLA-B58:01	0.87	0.51
HLA-A25:01	HLA-B59:01	0.88	0.79
HLA-A25:01	HLA-B67:01	0.4	0.83
HLA-A25:01	HLA-B73:01	0.63	0.97
HLA-A25:01	HLA-B78:01	0.62	0.82
HLA-A25:01	HLA-B81:01	0.65	0.93
HLA-A25:01	HLA-B82:01	0.58	0.83
HLA-A25:01	HLA-C01:02	0.88	0.81
HLA-A25:01	HLA-C02:02	0.87	0.98
HLA-A25:01	HLA-C03:02	0.97	0.7
HLA-A25:01	HLA-C03:03	0.85	0.71
HLA-A25:01	HLA-C03:04	0.53	0.79
HLA-A25:01	HLA-C04:01	0.88	0.57
HLA-A25:01	HLA-C05:01	0.78	0.92
HLA-A25:01	HLA-C06:02	0.67	0.78
HLA-A25:01	HLA-C07:02	0.93	0.93
HLA-A25:01	HLA-C08:01	0.82	0.78
HLA-A25:01	HLA-C12:03	0.83	0.98
HLA-A25:01	HLA-C14:02	0.92	0.93
HLA-A25:01	HLA-C15:02	0.58	0.88
HLA-A25:01	HLA-C16:01	0.95	0.93
HLA-A25:01	HLA-C17:01	0.95	0.67
HLA-A25:01	HLA-C18:02	0.7	0.94
HLA-A26:01	HLA-A29:01	0.88	0.88
HLA-A26:01	HLA-A29:02	0.97	0.84
HLA-A26:01	HLA-A30:01	0.25	0.91
HLA-A26:01	HLA-A30:02	0.83	0.7
HLA-A26:01	HLA-A31:01	0.78	0.79
HLA-A26:01	HLA-A32:01	0.98	0.9
HLA-A26:01	HLA-A33:01	0.93	0.9
HLA-A26:01	HLA-A33:03	0.98	0.99
HLA-A26:01	HLA-A34:01	0.95	0.89
HLA-A26:01	HLA-A34:02	0.75	0.81
HLA-A26:01	HLA-A36:01	0.85	0.7
HLA-A26:01	HLA-A43:01	0.93	0.69
HLA-A26:01	HLA-A66:01	0.75	0.91
HLA-A26:01	HLA-A66:02	0.85	0.84
HLA-A26:01	HLA-A68:01	0.97	0.73
HLA-A26:01	HLA-A68:02	1	0.73
HLA-A26:01	HLA-A69:01	0.88	0.98
HLA-A26:01	HLA-A74:01	0.88	0.84
HLA-A26:01	HLA-A74:02	0.88	0.84
HLA-A26:01	HLA-A80:01	0.98	0.88
HLA-A26:01	HLA-B07:02	0.82	0.88
HLA-A26:01	HLA-B08:01	0.55	0.89
HLA-A26:01	HLA-B13:01	0.98	0.81
HLA-A26:01	HLA-B13:02	0.88	0.67
HLA-A26:01	HLA-B14:01	0.73	0.7
HLA-A26:01	HLA-B14:02	0.83	0.48
HLA-A26:01	HLA-B15:01	0.67	0.74
HLA-A26:01	HLA-B15:02	0.57	0.57
HLA-A26:01	HLA-B15:03	0.6	0.8
HLA-A26:01	HLA-B15:10	0.82	0.47
HLA-A26:01	HLA-B15:11	0.73	0.78
HLA-A26:01	HLA-B15:12	0.53	0.67
HLA-A26:01	HLA-B15:13	0.87	0.66
HLA-A26:01	HLA-B15:16	0.73	0.6
HLA-A26:01	HLA-B18:01	0.52	0.99
HLA-A26:01	HLA-B27:05	0.73	0.4
HLA-A26:01	HLA-B27:08	0.37	0.58
HLA-A26:01	HLA-B35:01	0.58	0.71
HLA-A26:01	HLA-B38:01	0.68	0.69
HLA-A26:01	HLA-B39:01	0.6	0.61
HLA-A26:01	HLA-B40:01	0.88	0.7
HLA-A26:01	HLA-B40:02	0.8	0.62
HLA-A26:01	HLA-B40:06	0.78	0.82
HLA-A26:01	HLA-B41:01	0.53	0.69
HLA-A26:01	HLA-B42:01	0.48	0.67
HLA-A26:01	HLA-B44:02	0.87	0.65
HLA-A26:01	HLA-B44:03	0.87	0.43
HLA-A26:01	HLA-B45:01	0.43	0.85
HLA-A26:01	HLA-B46:01	0.67	0.89
HLA-A26:01	HLA-B48:01	0.95	0.83
HLA-A26:01	HLA-B49:01	0.92	0.52
HLA-A26:01	HLA-B50:01	0.75	0.61
HLA-A26:01	HLA-B51:01	0.88	0.76
HLA-A26:01	HLA-B51:02	0.8	0.62
HLA-A26:01	HLA-B52:01	0.98	0.85
HLA-A26:01	HLA-B53:01	0.58	0.78
HLA-A26:01	HLA-B54:01	0.77	0.54
HLA-A26:01	HLA-B55:01	0.83	0.83
HLA-A26:01	HLA-B56:01	0.77	0.55
HLA-A26:01	HLA-B57:01	0.93	0.35
HLA-A26:01	HLA-B57:03	0.75	0.53
HLA-A26:01	HLA-B58:01	0.87	0.38
HLA-A26:01	HLA-B59:01	0.88	0.66
HLA-A26:01	HLA-B67:01	0.4	0.71
HLA-A26:01	HLA-B73:01	0.63	0.84
HLA-A26:01	HLA-B78:01	0.62	0.94
HLA-A26:01	HLA-B81:01	0.65	0.81
HLA-A26:01	HLA-B82:01	0.58	0.71
HLA-A26:01	HLA-C01:02	0.88	0.69
HLA-A26:01	HLA-C02:02	0.87	0.85
HLA-A26:01	HLA-C03:02	0.97	0.57
HLA-A26:01	HLA-C03:03	0.85	0.58
HLA-A26:01	HLA-C03:04	0.53	0.66
HLA-A26:01	HLA-C04:01	0.88	0.45
HLA-A26:01	HLA-C05:01	0.78	0.8
HLA-A26:01	HLA-C06:02	0.67	0.9
HLA-A26:01	HLA-C07:02	0.93	0.94
HLA-A26:01	HLA-C08:01	0.82	0.65
HLA-A26:01	HLA-C12:03	0.83	0.85
HLA-A26:01	HLA-C14:02	0.92	0.81
HLA-A26:01	HLA-C15:02	0.58	0.75
HLA-A26:01	HLA-C16:01	0.95	0.81
HLA-A26:01	HLA-C17:01	0.95	0.55
HLA-A26:01	HLA-C18:02	0.7	0.93
HLA-A29:01	HLA-A29:02	0.92	0.97
HLA-A29:01	HLA-A30:01	0.37	0.79
