first_allele	second_allele	lilrb1_simscore	lilrb2_simscore
HLA-A33:01	HLA-B78:01	0.55	0.84
HLA-A33:01	HLA-B81:01	0.58	0.91
HLA-A33:01	HLA-B82:01	0.52	0.81
HLA-A33:01	HLA-C01:02	0.95	0.79
HLA-A33:01	HLA-C02:02	0.8	0.96
HLA-A33:01	HLA-C03:02	0.9	0.67
HLA-A33:01	HLA-C03:03	0.78	0.69
HLA-A33:01	HLA-C03:04	0.47	0.76
HLA-A33:01	HLA-C04:01	0.95	0.55
HLA-A33:01	HLA-C05:01	0.72	0.9
HLA-A33:01	HLA-C06:02	0.6	0.8
HLA-A33:01	HLA-C07:02	0.87	0.96
HLA-A33:01	HLA-C08:01	0.75	0.75
HLA-A33:01	HLA-C12:03	0.77	0.96
HLA-A33:01	HLA-C14:02	0.85	0.91
HLA-A33:01	HLA-C15:02	0.52	0.85
HLA-A33:01	HLA-C16:01	0.88	0.91
HLA-A33:01	HLA-C17:01	0.98	0.65
HLA-A33:01	HLA-C18:02	0.63	0.97
HLA-A33:03	HLA-A34:01	0.97	0.9
HLA-A33:03	HLA-A34:02	0.77	0.82
HLA-A33:03	HLA-A36:01	0.87	0.71
HLA-A33:03	HLA-A43:01	0.92	0.7
HLA-A33:03	HLA-A66:01	0.77	0.9
HLA-A33:03	HLA-A66:02	0.87	0.85
HLA-A33:03	HLA-A68:01	0.98	0.74
HLA-A33:03	HLA-A68:02	0.98	0.74
HLA-A33:03	HLA-A69:01	0.9	0.99
HLA-A33:03	HLA-A74:01	0.87	0.85
HLA-A33:03	HLA-A74:02	0.87	0.85
HLA-A33:03	HLA-A80:01	1	0.89
HLA-A33:03	HLA-B07:02	0.83	0.89
HLA-A33:03	HLA-B08:01	0.57	0.9
HLA-A33:03	HLA-B13:01	1	0.82
HLA-A33:03	HLA-B13:02	0.9	0.69
HLA-A33:03	HLA-B14:01	0.75	0.71
HLA-A33:03	HLA-B14:02	0.85	0.49
HLA-A33:03	HLA-B15:01	0.68	0.75
HLA-A33:03	HLA-B15:02	0.58	0.58
HLA-A33:03	HLA-B15:03	0.62	0.81
HLA-A33:03	HLA-B15:10	0.83	0.48
HLA-A33:03	HLA-B15:11	0.75	0.79
HLA-A33:03	HLA-B15:12	0.55	0.69
HLA-A33:03	HLA-B15:13	0.88	0.67
HLA-A33:03	HLA-B15:16	0.75	0.61
HLA-A33:03	HLA-B18:01	0.53	1
HLA-A33:03	HLA-B27:05	0.75	0.42
HLA-A33:03	HLA-B27:08	0.38	0.6
HLA-A33:03	HLA-B35:01	0.6	0.72
HLA-A33:03	HLA-B38:01	0.7	0.7
HLA-A33:03	HLA-B39:01	0.62	0.62
HLA-A33:03	HLA-B40:01	0.9	0.71
HLA-A33:03	HLA-B40:02	0.82	0.63
HLA-A33:03	HLA-B40:06	0.8	0.83
HLA-A33:03	HLA-B41:01	0.55	0.7
HLA-A33:03	HLA-B42:01	0.5	0.69
HLA-A33:03	HLA-B44:02	0.88	0.66
HLA-A33:03	HLA-B44:03	0.88	0.44
HLA-A33:03	HLA-B45:01	0.45	0.87
HLA-A33:03	HLA-B46:01	0.68	0.9
HLA-A33:03	HLA-B48:01	0.97	0.84
HLA-A33:03	HLA-B49:01	0.9	0.53
HLA-A33:03	HLA-B50:01	0.77	0.62
HLA-A33:03	HLA-B51:01	0.9	0.78
HLA-A33:03	HLA-B51:02	0.82	0.63
HLA-A33:03	HLA-B52:01	0.97	0.87
HLA-A33:03	HLA-B53:01	0.6	0.79
HLA-A33:03	HLA-B54:01	0.78	0.55
HLA-A33:03	HLA-B55:01	0.85	0.84
HLA-A33:03	HLA-B56:01	0.78	0.56
HLA-A33:03	HLA-B57:01	0.92	0.36
HLA-A33:03	HLA-B57:03	0.77	0.54
HLA-A33:03	HLA-B58:01	0.85	0.39
HLA-A33:03	HLA-B59:01	0.9	0.67
HLA-A33:03	HLA-B67:01	0.42	0.72
HLA-A33:03	HLA-B73:01	0.65	0.85
HLA-A33:03	HLA-B78:01	0.63	0.93
HLA-A33:03	HLA-B81:01	0.67	0.82
HLA-A33:03	HLA-B82:01	0.6	0.72
HLA-A33:03	HLA-C01:02	0.87	0.7
HLA-A33:03	HLA-C02:02	0.88	0.87
HLA-A33:03	HLA-C03:02	0.98	0.58
HLA-A33:03	HLA-C03:03	0.87	0.6
HLA-A33:03	HLA-C03:04	0.55	0.67
HLA-A33:03	HLA-C04:01	0.87	0.46
HLA-A33:03	HLA-C05:01	0.8	0.81
HLA-A33:03	HLA-C06:02	0.68	0.89
HLA-A33:03	HLA-C07:02	0.95	0.96
HLA-A33:03	HLA-C08:01	0.83	0.66
HLA-A33:03	HLA-C12:03	0.85	0.87
HLA-A33:03	HLA-C14:02	0.93	0.82
HLA-A33:03	HLA-C15:02	0.6	0.76
HLA-A33:03	HLA-C16:01	0.97	0.82
HLA-A33:03	HLA-C17:01	0.93	0.56
HLA-A33:03	HLA-C18:02	0.72	0.94
HLA-A34:01	HLA-A34:02	0.8	0.92
HLA-A34:01	HLA-A36:01	0.9	0.81
HLA-A34:01	HLA-A43:01	0.88	0.8
HLA-A34:01	HLA-A66:01	0.8	0.8
HLA-A34:01	HLA-A66:02	0.9	0.96
HLA-A34:01	HLA-A68:01	0.98	0.84
HLA-A34:01	HLA-A68:02	0.95	0.84
HLA-A34:01	HLA-A69:01	0.93	0.91
HLA-A34:01	HLA-A74:01	0.83	0.96
HLA-A34:01	HLA-A74:02	0.83	0.96
HLA-A34:01	HLA-A80:01	0.97	0.99
HLA-A34:01	HLA-B07:02	0.87	0.99
HLA-A34:01	HLA-B08:01	0.6	1
HLA-A34:01	HLA-B13:01	0.97	0.92
HLA-A34:01	HLA-B13:02	0.93	0.79
HLA-A34:01	HLA-B14:01	0.78	0.81
HLA-A34:01	HLA-B14:02	0.88	0.6
HLA-A34:01	HLA-B15:01	0.72	0.85
HLA-A34:01	HLA-B15:02	0.62	0.69
HLA-A34:01	HLA-B15:03	0.65	0.91
HLA-A34:01	HLA-B15:10	0.87	0.58
HLA-A34:01	HLA-B15:11	0.78	0.89
HLA-A34:01	HLA-B15:12	0.58	0.79
HLA-A34:01	HLA-B15:13	0.92	0.78
HLA-A34:01	HLA-B15:16	0.78	0.71
HLA-A34:01	HLA-B18:01	0.57	0.9
HLA-A34:01	HLA-B27:05	0.78	0.52
HLA-A34:01	HLA-B27:08	0.42	0.7
HLA-A34:01	HLA-B35:01	0.63	0.82
HLA-A34:01	HLA-B38:01	0.73	0.8
HLA-A34:01	HLA-B39:01	0.65	0.72
HLA-A34:01	HLA-B40:01	0.93	0.81
HLA-A34:01	HLA-B40:02	0.85	0.73
HLA-A34:01	HLA-B40:06	0.83	0.93
HLA-A34:01	HLA-B41:01	0.58	0.8
HLA-A34:01	HLA-B42:01	0.53	0.79
HLA-A34:01	HLA-B44:02	0.92	0.76
HLA-A34:01	HLA-B44:03	0.92	0.54
HLA-A34:01	HLA-B45:01	0.48	0.97
HLA-A34:01	HLA-B46:01	0.72	1
HLA-A34:01	HLA-B48:01	1	0.94
HLA-A34:01	HLA-B49:01	0.87	0.63
HLA-A34:01	HLA-B50:01	0.8	0.72
HLA-A34:01	HLA-B51:01	0.93	0.88
HLA-A34:01	HLA-B51:02	0.85	0.73
HLA-A34:01	HLA-B52:01	0.93	0.97
HLA-A34:01	HLA-B53:01	0.63	0.89
HLA-A34:01	HLA-B54:01	0.82	0.65
HLA-A34:01	HLA-B55:01	0.88	0.94
HLA-A34:01	HLA-B56:01	0.82	0.66
HLA-A34:01	HLA-B57:01	0.88	0.46
HLA-A34:01	HLA-B57:03	0.8	0.64
HLA-A34:01	HLA-B58:01	0.82	0.49
HLA-A34:01	HLA-B59:01	0.93	0.78
HLA-A34:01	HLA-B67:01	0.45	0.82
HLA-A34:01	HLA-B73:01	0.68	0.96
HLA-A34:01	HLA-B78:01	0.67	0.83
HLA-A34:01	HLA-B81:01	0.7	0.92
HLA-A34:01	HLA-B82:01	0.63	0.82
HLA-A34:01	HLA-C01:02	0.83	0.8
HLA-A34:01	HLA-C02:02	0.92	0.97
HLA-A34:01	HLA-C03:02	0.98	0.69
HLA-A34:01	HLA-C03:03	0.9	0.7
HLA-A34:01	HLA-C03:04	0.58	0.78
HLA-A34:01	HLA-C04:01	0.83	0.56
HLA-A34:01	HLA-C05:01	0.83	0.91
HLA-A34:01	HLA-C06:02	0.72	0.79
HLA-A34:01	HLA-C07:02	0.98	0.94
HLA-A34:01	HLA-C08:01	0.87	0.76
HLA-A34:01	HLA-C12:03	0.88	0.97
HLA-A34:01	HLA-C14:02	0.97	0.92
HLA-A34:01	HLA-C15:02	0.63	0.87
HLA-A34:01	HLA-C16:01	1	0.92
HLA-A34:01	HLA-C17:01	0.9	0.66
HLA-A34:01	HLA-C18:02	0.75	0.96
HLA-A34:02	HLA-A36:01	0.9	0.89
HLA-A34:02	HLA-A43:01	0.68	0.88
HLA-A34:02	HLA-A66:01	1	0.72
HLA-A34:02	HLA-A66:02	0.9	0.97
HLA-A34:02	HLA-A68:01	0.78	0.92
HLA-A34:02	HLA-A68:02	0.75	0.92
HLA-A34:02	HLA-A69:01	0.87	0.83
HLA-A34:02	HLA-A74:01	0.63	0.97
HLA-A34:02	HLA-A74:02	0.63	0.97
HLA-A34:02	HLA-A80:01	0.77	0.93
HLA-A34:02	HLA-B07:02	0.93	0.93
HLA-A34:02	HLA-B08:01	0.8	0.92
HLA-A34:02	HLA-B13:01	0.77	1
HLA-A34:02	HLA-B13:02	0.87	0.87
HLA-A34:02	HLA-B14:01	0.98	0.89
HLA-A34:02	HLA-B14:02	0.92	0.67
HLA-A34:02	HLA-B15:01	0.92	0.93
HLA-A34:02	HLA-B15:02	0.82	0.76
HLA-A34:02	HLA-B15:03	0.85	0.99
HLA-A34:02	HLA-B15:10	0.93	0.66
HLA-A34:02	HLA-B15:11	0.98	0.97
HLA-A34:02	HLA-B15:12	0.78	0.87
HLA-A34:02	HLA-B15:13	0.88	0.85
HLA-A34:02	HLA-B15:16	0.98	0.79
HLA-A34:02	HLA-B18:01	0.77	0.82
HLA-A34:02	HLA-B27:05	0.98	0.6
HLA-A34:02	HLA-B27:08	0.62	0.78
HLA-A34:02	HLA-B35:01	0.83	0.9
HLA-A34:02	HLA-B38:01	0.93	0.88
HLA-A34:02	HLA-B39:01	0.85	0.8
HLA-A34:02	HLA-B40:01	0.87	0.89
HLA-A34:02	HLA-B40:02	0.95	0.81
HLA-A34:02	HLA-B40:06	0.97	0.99
HLA-A34:02	HLA-B41:01	0.78	0.88
HLA-A34:02	HLA-B42:01	0.73	0.87
HLA-A34:02	HLA-B44:02	0.88	0.84
HLA-A34:02	HLA-B44:03	0.88	0.62
HLA-A34:02	HLA-B45:01	0.68	0.96
HLA-A34:02	HLA-B46:01	0.92	0.92
HLA-A34:02	HLA-B48:01	0.8	0.98
HLA-A34:02	HLA-B49:01	0.67	0.71
HLA-A34:02	HLA-B50:01	1	0.8
HLA-A34:02	HLA-B51:01	0.87	0.96
HLA-A34:02	HLA-B51:02	0.95	0.81
HLA-A34:02	HLA-B52:01	0.73	0.96
HLA-A34:02	HLA-B53:01	0.83	0.97
HLA-A34:02	HLA-B54:01	0.98	0.73
HLA-A34:02	HLA-B55:01	0.92	0.98
HLA-A34:02	HLA-B56:01	0.98	0.74
HLA-A34:02	HLA-B57:01	0.68	0.54
HLA-A34:02	HLA-B57:03	1	0.72
HLA-A34:02	HLA-B58:01	0.62	0.57
HLA-A34:02	HLA-B59:01	0.87	0.85
HLA-A34:02	HLA-B67:01	0.65	0.9
HLA-A34:02	HLA-B73:01	0.88	0.97
HLA-A34:02	HLA-B78:01	0.87	0.75
HLA-A34:02	HLA-B81:01	0.9	1
HLA-A34:02	HLA-B82:01	0.83	0.9
HLA-A34:02	HLA-C01:02	0.63	0.88
HLA-A34:02	HLA-C02:02	0.88	0.96
HLA-A34:02	HLA-C03:02	0.78	0.76
HLA-A34:02	HLA-C03:03	0.9	0.78
HLA-A34:02	HLA-C03:04	0.78	0.85
HLA-A34:02	HLA-C04:01	0.63	0.64
HLA-A34:02	HLA-C05:01	0.97	0.99
HLA-A34:02	HLA-C06:02	0.92	0.71
HLA-A34:02	HLA-C07:02	0.82	0.87
HLA-A34:02	HLA-C08:01	0.93	0.84
HLA-A34:02	HLA-C12:03	0.92	0.96
HLA-A34:02	HLA-C14:02	0.83	1
HLA-A34:02	HLA-C15:02	0.83	0.94
HLA-A34:02	HLA-C16:01	0.8	1
HLA-A34:02	HLA-C17:01	0.7	0.74
HLA-A34:02	HLA-C18:02	0.95	0.88
HLA-A36:01	HLA-A43:01	0.78	0.99
HLA-A36:01	HLA-A66:01	0.9	0.61
HLA-A36:01	HLA-A66:02	1	0.85
HLA-A36:01	HLA-A68:01	0.88	0.97
HLA-A36:01	HLA-A68:02	0.85	0.97
HLA-A36:01	HLA-A69:01	0.97	0.72
HLA-A36:01	HLA-A74:01	0.73	0.85
HLA-A36:01	HLA-A74:02	0.73	0.85
HLA-A36:01	HLA-A80:01	0.87	0.82
HLA-A36:01	HLA-B07:02	0.97	0.82
HLA-A36:01	HLA-B08:01	0.7	0.81
HLA-A36:01	HLA-B13:01	0.87	0.89
HLA-A36:01	HLA-B13:02	0.97	0.98
HLA-A36:01	HLA-B14:01	0.88	1
HLA-A36:01	HLA-B14:02	0.98	0.79
HLA-A36:01	HLA-B15:01	0.82	0.96
HLA-A36:01	HLA-B15:02	0.72	0.88
HLA-A36:01	HLA-B15:03	0.75	0.9
HLA-A36:01	HLA-B15:10	0.97	0.78
HLA-A36:01	HLA-B15:11	0.88	0.92
HLA-A36:01	HLA-B15:12	0.68	0.98
HLA-A36:01	HLA-B15:13	0.98	0.97
HLA-A36:01	HLA-B15:16	0.88	0.9
HLA-A36:01	HLA-B18:01	0.67	0.71
HLA-A36:01	HLA-B27:05	0.88	0.71
HLA-A36:01	HLA-B27:08	0.52	0.89
HLA-A36:01	HLA-B35:01	0.73	0.99
HLA-A36:01	HLA-B38:01	0.83	0.99
HLA-A36:01	HLA-B39:01	0.75	0.91
HLA-A36:01	HLA-B40:01	0.97	1
HLA-A36:01	HLA-B40:02	0.95	0.92
HLA-A36:01	HLA-B40:06	0.93	0.88
HLA-A36:01	HLA-B41:01	0.68	0.99
HLA-A36:01	HLA-B42:01	0.63	0.98
HLA-A36:01	HLA-B44:02	0.98	0.96
HLA-A36:01	HLA-B44:03	0.98	0.73
HLA-A36:01	HLA-B45:01	0.58	0.84
HLA-A36:01	HLA-B46:01	0.82	0.81
HLA-A36:01	HLA-B48:01	0.9	0.87
HLA-A36:01	HLA-B49:01	0.77	0.82
HLA-A36:01	HLA-B50:01	0.9	0.91
HLA-A36:01	HLA-B51:01	0.97	0.93
HLA-A36:01	HLA-B51:02	0.95	0.92
HLA-A36:01	HLA-B52:01	0.83	0.84
HLA-A36:01	HLA-B53:01	0.73	0.92
HLA-A36:01	HLA-B54:01	0.92	0.84
HLA-A36:01	HLA-B55:01	0.98	0.87
HLA-A36:01	HLA-B56:01	0.92	0.85
HLA-A36:01	HLA-B57:01	0.78	0.65
HLA-A36:01	HLA-B57:03	0.9	0.83
HLA-A36:01	HLA-B58:01	0.72	0.69
HLA-A36:01	HLA-B59:01	0.97	0.97
HLA-A36:01	HLA-B67:01	0.55	0.99
HLA-A36:01	HLA-B73:01	0.78	0.85
HLA-A36:01	HLA-B78:01	0.77	0.64
HLA-A36:01	HLA-B81:01	0.8	0.89
HLA-A36:01	HLA-B82:01	0.73	0.99
HLA-A36:01	HLA-C01:02	0.73	0.99
HLA-A36:01	HLA-C02:02	0.98	0.84
HLA-A36:01	HLA-C03:02	0.88	0.88
HLA-A36:01	HLA-C03:03	1	0.89
HLA-A36:01	HLA-C03:04	0.68	0.97
HLA-A36:01	HLA-C04:01	0.73	0.75
HLA-A36:01	HLA-C05:01	0.93	0.9
HLA-A36:01	HLA-C06:02	0.82	0.6
HLA-A36:01	HLA-C07:02	0.92	0.75
HLA-A36:01	HLA-C08:01	0.97	0.96
HLA-A36:01	HLA-C12:03	0.98	0.84
HLA-A36:01	HLA-C14:02	0.93	0.89
HLA-A36:01	HLA-C15:02	0.73	0.94
HLA-A36:01	HLA-C16:01	0.9	0.89
HLA-A36:01	HLA-C17:01	0.8	0.85
HLA-A36:01	HLA-C18:02	0.85	0.76
HLA-A43:01	HLA-A66:01	0.68	0.6
HLA-A43:01	HLA-A66:02	0.78	0.84
HLA-A43:01	HLA-A68:01	0.9	0.96
HLA-A43:01	HLA-A68:02	0.93	0.96
HLA-A43:01	HLA-A69:01	0.82	0.71
HLA-A43:01	HLA-A74:01	0.95	0.84
HLA-A43:01	HLA-A74:02	0.95	0.84
HLA-A43:01	HLA-A80:01	0.92	0.81
HLA-A43:01	HLA-B07:02	0.75	0.81
HLA-A43:01	HLA-B08:01	0.48	0.8
HLA-A43:01	HLA-B13:01	0.92	0.88
HLA-A43:01	HLA-B13:02	0.82	0.99
HLA-A43:01	HLA-B14:01	0.67	0.99
HLA-A43:01	HLA-B14:02	0.77	0.8
HLA-A43:01	HLA-B15:01	0.6	0.94
HLA-A43:01	HLA-B15:02	0.5	0.89
HLA-A43:01	HLA-B15:03	0.53	0.89
HLA-A43:01	HLA-B15:10	0.75	0.79
HLA-A43:01	HLA-B15:11	0.67	0.91
HLA-A43:01	HLA-B15:12	0.47	0.99
HLA-A43:01	HLA-B15:13	0.8	0.98
HLA-A43:01	HLA-B15:16	0.67	0.91
HLA-A43:01	HLA-B18:01	0.45	0.7
HLA-A43:01	HLA-B27:05	0.67	0.72
HLA-A43:01	HLA-B27:08	0.3	0.9
HLA-A43:01	HLA-B35:01	0.52	0.98
HLA-A43:01	HLA-B38:01	0.62	1
HLA-A43:01	HLA-B39:01	0.53	0.92
HLA-A43:01	HLA-B40:01	0.82	0.99
HLA-A43:01	HLA-B40:02	0.73	0.93
HLA-A43:01	HLA-B40:06	0.72	0.87
HLA-A43:01	HLA-B41:01	0.47	1
HLA-A43:01	HLA-B42:01	0.42	0.99
HLA-A43:01	HLA-B44:02	0.8	0.97
HLA-A43:01	HLA-B44:03	0.8	0.74
HLA-A43:01	HLA-B45:01	0.37	0.83
HLA-A43:01	HLA-B46:01	0.6	0.8
HLA-A43:01	HLA-B48:01	0.88	0.85
HLA-A43:01	HLA-B49:01	0.98	0.83
HLA-A43:01	HLA-B50:01	0.68	0.92
HLA-A43:01	HLA-B51:01	0.82	0.92
HLA-A43:01	HLA-B51:02	0.73	0.93
HLA-A43:01	HLA-B52:01	0.95	0.83
HLA-A43:01	HLA-B53:01	0.52	0.91
HLA-A43:01	HLA-B54:01	0.7	0.85
HLA-A43:01	HLA-B55:01	0.77	0.85
HLA-A43:01	HLA-B56:01	0.7	0.87
HLA-A43:01	HLA-B57:01	1	0.66
HLA-A43:01	HLA-B57:03	0.68	0.84
HLA-A43:01	HLA-B58:01	0.93	0.7
HLA-A43:01	HLA-B59:01	0.82	0.98
HLA-A43:01	HLA-B67:01	0.33	0.98
HLA-A43:01	HLA-B73:01	0.57	0.84
HLA-A43:01	HLA-B78:01	0.55	0.63
HLA-A43:01	HLA-B81:01	0.58	0.88
HLA-A43:01	HLA-B82:01	0.52	0.98
HLA-A43:01	HLA-C01:02	0.95	1
HLA-A43:01	HLA-C02:02	0.8	0.83
HLA-A43:01	HLA-C03:02	0.9	0.89
HLA-A43:01	HLA-C03:03	0.78	0.9
HLA-A43:01	HLA-C03:04	0.47	0.98
HLA-A43:01	HLA-C04:01	0.95	0.76
HLA-A43:01	HLA-C05:01	0.72	0.89
HLA-A43:01	HLA-C06:02	0.6	0.58
HLA-A43:01	HLA-C07:02	0.87	0.74
HLA-A43:01	HLA-C08:01	0.75	0.97
HLA-A43:01	HLA-C12:03	0.77	0.83
HLA-A43:01	HLA-C14:02	0.85	0.88
HLA-A43:01	HLA-C15:02	0.52	0.93
HLA-A43:01	HLA-C16:01	0.88	0.88
HLA-A43:01	HLA-C17:01	0.98	0.87
HLA-A43:01	HLA-C18:02	0.63	0.75
HLA-A66:01	HLA-A66:02	0.9	0.75
HLA-A66:01	HLA-A68:01	0.78	0.64
HLA-A66:01	HLA-A68:02	0.75	0.64
HLA-A66:01	HLA-A69:01	0.87	0.89
HLA-A66:01	HLA-A74:01	0.63	0.75
HLA-A66:01	HLA-A74:02	0.63	0.75
HLA-A66:01	HLA-A80:01	0.77	0.79
HLA-A66:01	HLA-B07:02	0.93	0.79
HLA-A66:01	HLA-B08:01	0.8	0.8
HLA-A66:01	HLA-B13:01	0.77	0.72
HLA-A66:01	HLA-B13:02	0.87	0.58
HLA-A66:01	HLA-B14:01	0.98	0.61
HLA-A66:01	HLA-B14:02	0.92	0.39
HLA-A66:01	HLA-B15:01	0.92	0.65
HLA-A66:01	HLA-B15:02	0.82	0.48
HLA-A66:01	HLA-B15:03	0.85	0.71
HLA-A66:01	HLA-B15:10	0.93	0.38
HLA-A66:01	HLA-B15:11	0.98	0.69
HLA-A66:01	HLA-B15:12	0.78	0.58
HLA-A66:01	HLA-B15:13	0.88	0.57
HLA-A66:01	HLA-B15:16	0.98	0.51
HLA-A66:01	HLA-B18:01	0.77	0.9
HLA-A66:01	HLA-B27:05	0.98	0.31
HLA-A66:01	HLA-B27:08	0.62	0.49
HLA-A66:01	HLA-B35:01	0.83	0.62
HLA-A66:01	HLA-B38:01	0.93	0.6
HLA-A66:01	HLA-B39:01	0.85	0.52
HLA-A66:01	HLA-B40:01	0.87	0.61
HLA-A66:01	HLA-B40:02	0.95	0.53
HLA-A66:01	HLA-B40:06	0.97	0.73
HLA-A66:01	HLA-B41:01	0.78	0.6
HLA-A66:01	HLA-B42:01	0.73	0.58
HLA-A66:01	HLA-B44:02	0.88	0.56
HLA-A66:01	HLA-B44:03	0.88	0.34
HLA-A66:01	HLA-B45:01	0.68	0.76
HLA-A66:01	HLA-B46:01	0.92	0.8
HLA-A66:01	HLA-B48:01	0.8	0.74
HLA-A66:01	HLA-B49:01	0.67	0.43
HLA-A66:01	HLA-B50:01	1	0.52
HLA-A66:01	HLA-B51:01	0.87	0.67
HLA-A66:01	HLA-B51:02	0.95	0.53
HLA-A66:01	HLA-B52:01	0.73	0.76
HLA-A66:01	HLA-B53:01	0.83	0.69
HLA-A66:01	HLA-B54:01	0.98	0.45
HLA-A66:01	HLA-B55:01	0.92	0.74
HLA-A66:01	HLA-B56:01	0.98	0.46
HLA-A66:01	HLA-B57:01	0.68	0.26
HLA-A66:01	HLA-B57:03	1	0.44
HLA-A66:01	HLA-B58:01	0.62	0.29
HLA-A66:01	HLA-B59:01	0.87	0.57
HLA-A66:01	HLA-B67:01	0.65	0.62
HLA-A66:01	HLA-B73:01	0.88	0.75
HLA-A66:01	HLA-B78:01	0.87	0.97
HLA-A66:01	HLA-B81:01	0.9	0.72
HLA-A66:01	HLA-B82:01	0.83	0.62
HLA-A66:01	HLA-C01:02	0.63	0.6
HLA-A66:01	HLA-C02:02	0.88	0.76
HLA-A66:01	HLA-C03:02	0.78	0.48
HLA-A66:01	HLA-C03:03	0.9	0.49
HLA-A66:01	HLA-C03:04	0.78	0.57
HLA-A66:01	HLA-C04:01	0.63	0.36
HLA-A66:01	HLA-C05:01	0.97	0.71
HLA-A66:01	HLA-C06:02	0.92	0.99
HLA-A66:01	HLA-C07:02	0.82	0.85
HLA-A66:01	HLA-C08:01	0.93	0.56
HLA-A66:01	HLA-C12:03	0.92	0.76
HLA-A66:01	HLA-C14:02	0.83	0.72
HLA-A66:01	HLA-C15:02	0.83	0.66
HLA-A66:01	HLA-C16:01	0.8	0.72
HLA-A66:01	HLA-C17:01	0.7	0.46
HLA-A66:01	HLA-C18:02	0.95	0.84
HLA-A66:02	HLA-A68:01	0.88	0.89
HLA-A66:02	HLA-A68:02	0.85	0.89
HLA-A66:02	HLA-A69:01	0.97	0.87
HLA-A66:02	HLA-A74:01	0.73	1
HLA-A66:02	HLA-A74:02	0.73	1
HLA-A66:02	HLA-A80:01	0.87	0.97
HLA-A66:02	HLA-B07:02	0.97	0.97
HLA-A66:02	HLA-B08:01	0.7	0.96
HLA-A66:02	HLA-B13:01	0.87	0.97
HLA-A66:02	HLA-B13:02	0.97	0.83
HLA-A66:02	HLA-B14:01	0.88	0.85
HLA-A66:02	HLA-B14:02	0.98	0.64
HLA-A66:02	HLA-B15:01	0.82	0.9
HLA-A66:02	HLA-B15:02	0.72	0.73
HLA-A66:02	HLA-B15:03	0.75	0.96
HLA-A66:02	HLA-B15:10	0.97	0.63
HLA-A66:02	HLA-B15:11	0.88	0.93
HLA-A66:02	HLA-B15:12	0.68	0.83
HLA-A66:02	HLA-B15:13	0.98	0.82
HLA-A66:02	HLA-B15:16	0.88	0.75
HLA-A66:02	HLA-B18:01	0.67	0.85
HLA-A66:02	HLA-B27:05	0.88	0.56
HLA-A66:02	HLA-B27:08	0.52	0.74
HLA-A66:02	HLA-B35:01	0.73	0.87
HLA-A66:02	HLA-B38:01	0.83	0.84
HLA-A66:02	HLA-B39:01	0.75	0.76
HLA-A66:02	HLA-B40:01	0.97	0.85
HLA-A66:02	HLA-B40:02	0.95	0.78
HLA-A66:02	HLA-B40:06	0.93	0.98
HLA-A66:02	HLA-B41:01	0.68	0.84
HLA-A66:02	HLA-B42:01	0.63	0.83
HLA-A66:02	HLA-B44:02	0.98	0.81
HLA-A66:02	HLA-B44:03	0.98	0.58
HLA-A66:02	HLA-B45:01	0.58	0.99
HLA-A66:02	HLA-B46:01	0.82	0.96
HLA-A66:02	HLA-B48:01	0.9	0.99
HLA-A66:02	HLA-B49:01	0.77	0.67
HLA-A66:02	HLA-B50:01	0.9	0.76
HLA-A66:02	HLA-B51:01	0.97	0.92
HLA-A66:02	HLA-B51:02	0.95	0.78
HLA-A66:02	HLA-B52:01	0.83	0.99
HLA-A66:02	HLA-B53:01	0.73	0.93
HLA-A66:02	HLA-B54:01	0.92	0.7
HLA-A66:02	HLA-B55:01	0.98	0.99
HLA-A66:02	HLA-B56:01	0.92	0.71
HLA-A66:02	HLA-B57:01	0.78	0.51
HLA-A66:02	HLA-B57:03	0.9	0.69
HLA-A66:02	HLA-B58:01	0.72	0.54
HLA-A66:02	HLA-B59:01	0.97	0.82
HLA-A66:02	HLA-B67:01	0.55	0.87
HLA-A66:02	HLA-B73:01	0.78	1
HLA-A66:02	HLA-B78:01	0.77	0.79
HLA-A66:02	HLA-B81:01	0.8	0.97
HLA-A66:02	HLA-B82:01	0.73	0.87
HLA-A66:02	HLA-C01:02	0.73	0.84
HLA-A66:02	HLA-C02:02	0.98	0.99
HLA-A66:02	HLA-C03:02	0.88	0.73
HLA-A66:02	HLA-C03:03	1	0.74
HLA-A66:02	HLA-C03:04	0.68	0.82
HLA-A66:02	HLA-C04:01	0.73	0.61
HLA-A66:02	HLA-C05:01	0.93	0.96
HLA-A66:02	HLA-C06:02	0.82	0.74
HLA-A66:02	HLA-C07:02	0.92	0.9
HLA-A66:02	HLA-C08:01	0.97	0.81
HLA-A66:02	HLA-C12:03	0.98	0.99
HLA-A66:02	HLA-C14:02	0.93	0.97
HLA-A66:02	HLA-C15:02	0.73	0.91
HLA-A66:02	HLA-C16:01	0.9	0.97
HLA-A66:02	HLA-C17:01	0.8	0.71
HLA-A66:02	HLA-C18:02	0.85	0.91
HLA-A68:01	HLA-A68:02	0.97	1
HLA-A68:01	HLA-A69:01	0.92	0.75
HLA-A68:01	HLA-A74:01	0.85	0.89
HLA-A68:01	HLA-A74:02	0.85	0.89
HLA-A68:01	HLA-A80:01	0.98	0.85
HLA-A68:01	HLA-B07:02	0.85	0.85
HLA-A68:01	HLA-B08:01	0.58	0.84
HLA-A68:01	HLA-B13:01	0.98	0.92
HLA-A68:01	HLA-B13:02	0.92	0.94
